Model,Target,Sources,N_sources,p,Feasible,SNPs_used,Levant_prop,Levant_se,Anatolia_prop,Anatolia_se,Iran_prop,Iran_se,Outgroup_set,Mesopotamia_prop,Mesopotamia_se,ZagrosMeso_prop,ZagrosMeso_se,Significant_props
3way_Levant_Jordan_Anatolia_Barcin_Meso_Mardin_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.988633096175309,True,296463,0.3318769320781374,0.05887415032744689,0.2728385573072776,0.05403921147356729,,,out2,0.395284510614585,0.0612630917724834,,,True
3way_Levant_Jordan_Anatolia_Barcin_Meso_Mardin_out5,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9812509656908945,True,292086,0.3391943442301979,0.05792521780739524,0.2719395695561545,0.0526681295430864,,,out5,0.3888660862136477,0.06147563636971587,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_TepeAbdul_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9762372786869121,True,255935,0.4068472340835618,0.05001958101226146,0.4816573395050041,0.05641340475927523,0.1114954264114342,0.03009414198000663,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_ZagrosMeso_Tepe_Shanidar_out5,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.9742635217731545,True,256566,0.4046463354136147,0.05025293106283517,0.4817287239684635,0.05669227207311784,,,out5,,,0.1136249406179218,0.03028280275001515,True
3way_Levant_JordanMerged_Anatolia_Barcin_Meso_Mardin_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9741590557710093,True,371473,0.2501968086830607,0.0554867482774724,0.3573940326191943,0.04866074221654047,,,out2,0.3924091586977451,0.06577588724651365,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_Tepe_Wezmeh_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9733698947910088,True,267574,0.4082698270805497,0.04938370765115762,0.4787281939535434,0.05532126681854653,0.1130019789659069,0.02979643294653543,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_GanjDareh_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9718738192254948,True,267183,0.4097826493784994,0.04929899715879874,0.4731875367372022,0.05729639717104536,0.1170298138842986,0.03196798861247725,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_ZagrosMeso_GanjDareh_Shanidar_out5,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.9710568014352551,True,267203,0.4096697381352742,0.04925402299399637,0.472468927352416,0.05726146054512,,,out5,,,0.1178613345123097,0.03207027683874009,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_GanjDareh_Tepe_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9707974691208392,True,268174,0.4098171934368669,0.04884693241046555,0.474070363712259,0.05592284311393941,0.1161124428508741,0.03052848326635024,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_ZagrosMerged_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9695290835570053,True,268425,0.4097793930431534,0.04899207977281392,0.4737758398186475,0.05587833852536474,0.1164447671381991,0.03055148256130459,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_ZagrosMeso_IranZagros_IraqMerged_out5,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.9686636445357342,True,268536,0.4092808192174981,0.04877203069137355,0.4704292535295748,0.05595903260867859,,,out5,,,0.1202899272529271,0.0313895174683861,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_Wezmeh_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9618856654778084,True,266985,0.4050186505449966,0.04992100302793474,0.4770003138135436,0.05626825608758664,0.1179810356414599,0.03115540902795767,out5,,,,,True
3way_Levant_JordanMerged_Anatolia_Barcin_Meso_Mardin_out5,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9339279782380094,True,366079,0.263370172610118,0.05550902074750211,0.3492135681519348,0.04767740663939163,,,out5,0.3874162592379471,0.06643769592965076,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_SehGabi_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.8945078526386769,True,265096,0.3961223573216081,0.04586916291149646,0.419173111998447,0.05867049866150567,0.184704530679945,0.04530517349304939,out5,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_Iran_GanjDareh_Tepe_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.8358469020617052,True,554062,0.4424608516530332,0.02315816834081794,0.3707722896455608,0.03229678663837171,0.186766858701406,0.01675953513416723,out5,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_Iran_TepeAbdul_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.830402591175636,True,539561,0.450303277350119,0.02600712294838207,0.3684343474550854,0.03538146126305441,0.181262375194795,0.01671221184326108,out2,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_Iran_TepeAbdul_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.8095930438602571,True,532550,0.4448472983531539,0.02425913236847711,0.3782727223343575,0.03245326861366711,0.1768799793124887,0.01619747951305852,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_HajjiFiruz_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.8050084427350641,True,266632,0.3982716827038975,0.04459228760048084,0.3991986826884963,0.06593331395161221,0.2025296346076062,0.05379437351685148,out5,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_ZagrosMeso_Tepe_Shanidar_out2,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.8035750043741274,True,540331,0.4494197980585163,0.02594440844367447,0.36727174979364,0.03540907431409445,,,out2,,,0.1833084521478437,0.01683038061113838,True
3way_Levant_Jordan_Anatolia_Barcin_Iran_GanjDareh_Tepe_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.802402355732875,True,561403,0.4457115738896386,0.02491986588815573,0.3642358671013996,0.03506726612606529,0.1900525590089619,0.01718937393163579,out2,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_Iran_ZagrosMerged_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.7996708239015213,True,554959,0.4412635495273122,0.02300001463596919,0.3714517120783151,0.03206054420575966,0.1872847383943727,0.01667372865169584,out5,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_ZagrosMeso_Tepe_Shanidar_out5,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.798877716413721,True,533326,0.443713649275073,0.02421570731889857,0.3777712356976566,0.03250079031150156,,,out5,,,0.1785151150272704,0.01630881867089965,True
3way_Levant_Jordan_Anatolia_Barcin_ZagrosMeso_IranZagros_IraqMerged_out5,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.7962989427353842,True,555146,0.4392528067103864,0.02292253314470797,0.3673311600536001,0.03232763235882984,,,out5,,,0.1934160332360136,0.0171549147211585,True
3way_Levant_Jordan_Anatolia_Barcin_Iran_ZagrosMerged_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.7833321975422872,True,562299,0.4447029822247507,0.02468414036085341,0.3646710022304055,0.03471862363297122,0.1906260155448436,0.01706461157533808,out2,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_ZagrosMeso_IranZagros_IraqMerged_out2,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.7829705201951789,True,562485,0.4427551598246278,0.02458260022849179,0.360314880702588,0.03500017022726074,,,out2,,,0.1969299594727842,0.01757335052345314,True
3way_Levant_Jordan_Anatolia_Barcin_Iran_Tepe_Wezmeh_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.7741294952305091,True,560674,0.442801025439178,0.02472800395557779,0.3699999829971132,0.03436307232037865,0.1871989915637089,0.01670255489680036,out2,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_Iran_Tepe_Wezmeh_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.7644481585706023,True,553326,0.4373063137167572,0.02312555215060103,0.3800417885392939,0.03166364933997667,0.1826518977439489,0.01623968598469281,out5,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_Iran_GanjDareh_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.7522818330344514,True,550069,0.4418147194424122,0.02327204135217545,0.363963442438877,0.03260027324701295,0.1942218381187109,0.01751467316966185,out5,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_ZagrosMeso_GanjDareh_Shanidar_out5,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.7482263737449906,True,550106,0.441818019703561,0.02324950285722311,0.3630190865628476,0.03262735742035974,,,out5,,,0.1951628937335914,0.01756472232022734,True
3way_Levant_Jordan_Anatolia_Barcin_Iran_GanjDareh_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.7326814432489958,True,557328,0.4416204190862842,0.02484128867196954,0.3624754418289274,0.03502228082529084,0.1959041390847885,0.01783129775103627,out2,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_ZagrosMeso_GanjDareh_Shanidar_out2,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.7307708041361846,True,557365,0.4415590915381282,0.02480879177924843,0.3616290980239376,0.03504141625193714,,,out2,,,0.1968118104379342,0.01788211272156425,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_Wezmeh_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.7207498659532985,True,271220,0.425104503761338,0.05108989041097361,0.4453993807414781,0.05628805027848843,0.129496115497184,0.02965900262653013,out2,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_SehGabi_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.7150910734329602,True,269275,0.4062085910141903,0.04667807887332399,0.3969754803830445,0.05760006113716956,0.1968159286027652,0.04353445634094807,out2,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_Tepe_Wezmeh_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.666921924835983,True,271832,0.4287439553034234,0.05079767459579587,0.4490505649651582,0.05603098320808127,0.1222054797314184,0.02862202992850583,out2,,,,,True
3way_Levant_Jordan_Anatolia_Barcin_Iran_Wezmeh_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.6517646673392561,True,559497,0.4410502172794376,0.02483593827019471,0.365386287817222,0.03458880807774481,0.1935634949033405,0.01751276656329478,out2,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_TepeAbdul_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.6498353810332808,True,259999,0.4252542952075275,0.05198704454250398,0.4540348822038825,0.05774049979815066,0.12071082258859,0.02885136815118233,out2,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_ZagrosMeso_GanjDareh_Shanidar_out2,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.6449520037827761,True,271449,0.4273463717883704,0.05103315095602626,0.4465988351245591,0.05825784310370084,,,out2,,,0.1260547930870705,0.03075915126659953,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_GanjDareh_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.6385762025177617,True,271429,0.427510026628211,0.05111324196560287,0.447308082372435,0.05837830797037104,0.1251818909993539,0.030697276140632,out2,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_ZagrosMerged_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.6288328309479616,True,272691,0.4300785569929936,0.05062758511397883,0.4450615777328536,0.0566950258085443,0.1248598652741528,0.02926559709195285,out2,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_ZagrosMeso_IranZagros_IraqMerged_out2,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.6247839680203963,True,272801,0.4295965413511934,0.05040205776888904,0.4413319009469613,0.05670340597255743,,,out2,,,0.1290715577018451,0.03002111644256845,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_GanjDareh_Tepe_out2,Israel_C.AG,Levant + Anatolia + Iran,3,0.6180677259840694,True,272437,0.4294496337218454,0.05065912854419435,0.4466922927275133,0.05702675271695946,0.1238580735506414,0.02933523181500047,out2,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_ZagrosMeso_Tepe_Shanidar_out2,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.6157909111384252,True,260638,0.4241044374706429,0.05236008980693917,0.4531953622320334,0.058150400976177,,,out2,,,0.1227002002973238,0.02901620106888563,True
